1	2
2	3
3	4
4	7
7	8
8	9
9	6
6	15
9	19
8	10
10	11
10	12
12	13
13	14
14	22
22	23
13	21
12	20
4	24
24	5
5	18
2	17
1	16
5	1
6	3
14	7
