-0.000125750361413248,4.0270394986827e-05,-0.000103307504672485
-0.000173293524061851,5.49357022269037e-05,-0.000142559643161164
-0.000206783747335786,6.48663046458869e-05,-0.000170348590405258
-0.000232596163019876,7.21706734818505e-05,-0.000191888708402487
-0.00025327981436637,7.77013988470126e-05,-0.000209261667680596
-0.000270183176877487,8.19143265484769e-05,-0.000223567058989125
-0.000284132301615145,8.50915475041969e-05,-0.000235477501177176
-0.000295682035756004,8.7424379727971e-05,-0.000245444154715093
-0.000305229523711793,8.90510245281541e-05,-0.000253789516176285
-0.000313072578969592,9.00760165062694e-05,-0.000260755112428246
-0.000319442606599511,9.05812408499263e-05,-0.000266528384798618
-0.000324524508901248,9.06326231972913e-05,-0.000271258934160018
-0.000328469394169601,9.0284419080136e-05,-0.000275068886447561
-0.000331403054611237,8.95820876354731e-05,-0.000278059803298486
-0.000333431830266838,8.85642877876856e-05,-0.000280317459083574
-0.000334646790001719,8.72643076403551e-05,-0.000281915244903669
-0.000335126790732928,8.57111148559821e-05,-0.000282916657795484
-0.000334940766420775,8.3930145958577e-05,-0.000283377162096825
-0.000334149474437196,8.19439111194439e-05,-0.000283345608702681
-0.000332806850981469,7.97724655745033e-05,-0.000282865335930585
-0.000330961079185284,7.74337827147089e-05,-0.000281975036506021
-0.000328655442322593,7.49440533964259e-05,-0.000280709449695001
-0.000325929013734167,7.23179290109948e-05,-0.0002790999206368
-0.000322817220908036,6.95687210701857e-05,-0.000277174857373973
-0.000319352311316978,6.67085667357098e-05,-0.000274960108053567
-0.000315563740658057,6.37485673627589e-05,-0.000272479275103472
-0.000311478499141812,6.06989054300018e-05,-0.000269753979115742
-0.000307121387835813,5.7568943988041e-05,-0.000266804082200989
-0.000302515254375151,5.43673118400283e-05,-0.000263647878385729
-0.00029768119533889,5.11019769796048e-05,-0.000260302256985107
-0.000292638731067611,4.77803102892533e-05,-0.000256782843643301
-0.000287405957531953,4.44091411020197e-05,-0.000253104122785667
-0.000281999678962187,4.09948059200326e-05,-0.000249279544494915
-0.00027643552424753,3.75431913412867e-05,-0.000245321618253141
-0.000270728049562702,3.40597720558382e-05,-0.000241241995543566
